original_path,source_index,original_label,status,unified_path,old_split
data/raw/cardboard/cardboard133.jpg,38,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002779__c0b1d3d43dda.jpg,trainval
data/raw/cardboard/cardboard134.jpg,39,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002329__455a878fb83a.jpg,trainval
data/raw/cardboard/cardboard135.jpg,40,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002083__f7d1615e3bc6.jpg,trainval
data/raw/cardboard/cardboard136.jpg,41,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002233__787931ce5901.jpg,trainval
data/raw/cardboard/cardboard137.jpg,42,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001669__b6d6334779e9.jpg,trainval
data/raw/cardboard/cardboard138.jpg,43,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001743__2fee78722f6a.jpg,trainval
data/raw/cardboard/cardboard139.jpg,44,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001726__733c517447cd.jpg,test
data/raw/cardboard/cardboard14.jpg,45,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002054__b245330fbe21.jpg,trainval
data/raw/cardboard/cardboard140.jpg,46,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001458__b5170c57f1a9.jpg,trainval
data/raw/cardboard/cardboard141.jpg,47,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002557__d1c53f839800.jpg,trainval
data/raw/cardboard/cardboard142.jpg,48,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001483__622bcd75430d.jpg,trainval
data/raw/cardboard/cardboard143.jpg,49,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001997__626b6df35773.jpg,trainval
data/raw/cardboard/cardboard144.jpg,50,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001736__ed178d1a412e.jpg,trainval
data/raw/cardboard/cardboard145.jpg,51,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001966__f2fe34da3cae.jpg,trainval
data/raw/cardboard/cardboard146.jpg,52,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001826__546b155de5b3.jpg,trainval
data/raw/cardboard/cardboard147.jpg,53,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000053__70019cf00449.jpg,trainval
data/raw/cardboard/cardboard148.jpg,54,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001797__0f30125f0787.jpg,trainval
data/raw/cardboard/cardboard149.jpg,55,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002636__b7801b82a3f7.jpg,trainval
data/raw/cardboard/cardboard15.jpg,56,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000056__ca908a03400c.jpg,trainval
data/raw/cardboard/cardboard150.jpg,57,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001786__6d0a9e3a33cf.jpg,trainval
data/raw/cardboard/cardboard151.jpg,58,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002652__52ede59dc217.jpg,test
data/raw/cardboard/cardboard152.jpg,59,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002501__fa89f38b5e16.jpg,trainval
data/raw/cardboard/cardboard153.jpg,60,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002800__cdf90e352c72.jpg,trainval
data/raw/cardboard/cardboard154.jpg,61,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002556__58a08c59f73b.jpg,trainval
data/raw/cardboard/cardboard155.jpg,62,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001741__e226552fd7f1.jpg,trainval
data/raw/cardboard/cardboard156.jpg,63,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001835__ee5e6650340b.jpg,trainval
data/raw/cardboard/cardboard157.jpg,64,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001941__01b135fcf036.jpg,trainval
data/raw/cardboard/cardboard158.jpg,65,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002611__46c4c20b1daa.jpg,trainval
data/raw/cardboard/cardboard159.jpg,66,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002803__61bfaeeee6a8.jpg,trainval
data/raw/cardboard/cardboard16.jpg,67,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002130__6ef738dd6125.jpg,trainval
data/raw/cardboard/cardboard160.jpg,68,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002689__f111f51ff19a.jpg,test
data/raw/cardboard/cardboard161.jpg,69,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002463__0b9b44de4617.jpg,trainval
data/raw/cardboard/cardboard162.jpg,70,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001650__b747b0914f0b.jpg,trainval
data/raw/cardboard/cardboard163.jpg,71,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001970__9072217a2ecd.jpg,trainval
data/raw/cardboard/cardboard164.jpg,72,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002274__6a5e1819fbc6.jpg,trainval
data/raw/cardboard/cardboard165.jpg,73,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002502__8c926d853ec4.jpg,trainval
data/raw/cardboard/cardboard166.jpg,74,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001867__71e84aea6a7e.jpg,trainval
data/raw/cardboard/cardboard167.jpg,75,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001503__bfcb56721bad.jpg,trainval
data/raw/cardboard/cardboard168.jpg,76,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001489__2f7d3873c3a1.jpg,trainval
data/raw/cardboard/cardboard169.jpg,77,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001790__e4d1057d6c03.jpg,trainval
data/raw/cardboard/cardboard17.jpg,78,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002180__7e27433462e6.jpg,trainval
data/raw/cardboard/cardboard170.jpg,79,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002311__728f4350881c.jpg,trainval
data/raw/cardboard/cardboard171.jpg,80,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001604__d2001e25f9b4.jpg,trainval
data/raw/cardboard/cardboard172.jpg,81,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001574__5cabe0ea255c.jpg,trainval
data/raw/cardboard/cardboard173.jpg,82,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002408__0dc08fa07f42.jpg,trainval
data/raw/cardboard/cardboard174.jpg,83,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001991__14abd9dbc245.jpg,trainval
data/raw/cardboard/cardboard175.jpg,84,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001608__22f5f1ed8113.jpg,trainval
data/raw/cardboard/cardboard176.jpg,85,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000085__ec91a50652e4.jpg,trainval
data/raw/cardboard/cardboard177.jpg,86,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002691__dd853f84c531.jpg,trainval
data/raw/cardboard/cardboard178.jpg,87,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001932__71c13f4ca5d5.jpg,trainval
data/raw/cardboard/cardboard179.jpg,88,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002498__4d73a71bbe23.jpg,trainval
data/raw/cardboard/cardboard18.jpg,89,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002781__58f1f9c4ff3e.jpg,trainval
data/raw/cardboard/cardboard180.jpg,90,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001533__7c8abb862097.jpg,trainval
data/raw/cardboard/cardboard181.jpg,91,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002392__5cf07c87d612.jpg,trainval
data/raw/cardboard/cardboard182.jpg,92,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001777__a88995b00b37.jpg,trainval
data/raw/cardboard/cardboard183.jpg,93,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001723__d6e236745c9c.jpg,trainval
data/raw/cardboard/cardboard184.jpg,94,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002484__7187835bcbbe.jpg,test
data/raw/cardboard/cardboard185.jpg,95,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002575__9e58060ebbc3.jpg,test
data/raw/cardboard/cardboard186.jpg,96,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002743__c239abc54dc6.jpg,trainval
data/raw/cardboard/cardboard187.jpg,97,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002859__dcb8a66b46e1.jpg,trainval
data/raw/cardboard/cardboard188.jpg,98,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001892__37ab8e03f952.jpg,trainval
data/raw/cardboard/cardboard189.jpg,99,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000099__b77dccf740e2.jpg,trainval
data/raw/cardboard/cardboard19.jpg,100,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002477__308a824d93e1.jpg,trainval
data/raw/cardboard/cardboard190.jpg,101,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002839__88047f02a9af.jpg,trainval
data/raw/cardboard/cardboard191.jpg,102,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002500__3078c95267bb.jpg,trainval
data/raw/cardboard/cardboard192.jpg,103,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002133__22ee36bec83c.jpg,trainval
data/raw/cardboard/cardboard193.jpg,104,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002406__2c7bc6e17c0c.jpg,test
data/raw/cardboard/cardboard194.jpg,105,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002067__20e12addf57c.jpg,trainval
data/raw/cardboard/cardboard195.jpg,106,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001544__35f7b1e5ef18.jpg,trainval
data/raw/cardboard/cardboard196.jpg,107,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001457__853a8f85bbcb.jpg,trainval
data/raw/cardboard/cardboard197.jpg,108,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002865__d293ecb0cf44.jpg,trainval
data/raw/cardboard/cardboard198.jpg,109,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002295__3278d7ce012f.jpg,trainval
data/raw/cardboard/cardboard199.jpg,110,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002101__ab95462bba8a.jpg,trainval
data/raw/cardboard/cardboard2.jpg,111,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002714__253f476680ec.jpg,trainval
data/raw/cardboard/cardboard20.jpg,112,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002540__c888e2c5c4ad.jpg,trainval
data/raw/cardboard/cardboard200.jpg,113,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002748__a14705f23615.jpg,trainval
data/raw/cardboard/cardboard201.jpg,114,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002047__fbffbcab6758.jpg,trainval
data/raw/cardboard/cardboard202.jpg,115,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001619__0cb21364ad3d.jpg,trainval
data/raw/cardboard/cardboard203.jpg,116,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002334__2d79e8ad8383.jpg,trainval
data/raw/cardboard/cardboard204.jpg,117,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001554__e53307148855.jpg,trainval
data/raw/cardboard/cardboard205.jpg,118,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002641__8204dedf570e.jpg,trainval
data/raw/cardboard/cardboard206.jpg,119,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000119__f31911ced0c7.jpg,trainval
data/raw/cardboard/cardboard207.jpg,120,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001643__6b2f5b0c1dd1.jpg,trainval
data/raw/cardboard/cardboard208.jpg,121,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001611__160bd52ae4dd.jpg,trainval
data/raw/cardboard/cardboard209.jpg,122,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001561__b9fdc87bb3be.jpg,trainval
data/raw/cardboard/cardboard21.jpg,123,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002412__bb847e32a737.jpg,trainval
data/raw/cardboard/cardboard210.jpg,124,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001752__8d6e4c3d6b0e.jpg,trainval
data/raw/cardboard/cardboard211.jpg,125,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002354__3bedeb31144c.jpg,trainval
data/raw/cardboard/cardboard212.jpg,126,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002126__f4c61e7a0ff1.jpg,test
data/raw/cardboard/cardboard213.jpg,127,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002847__8084bf710928.jpg,trainval
data/raw/cardboard/cardboard214.jpg,128,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002093__d72ab902d018.jpg,trainval
data/raw/cardboard/cardboard215.jpg,129,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002770__8940467c1e04.jpg,test
data/raw/cardboard/cardboard216.jpg,130,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001509__1542f73938c0.jpg,test
data/raw/cardboard/cardboard217.jpg,131,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002631__3f17788b7846.jpg,test
data/raw/cardboard/cardboard218.jpg,132,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002496__e951e2043119.jpg,test
data/raw/cardboard/cardboard219.jpg,133,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001512__0239190f8696.jpg,trainval
data/raw/cardboard/cardboard22.jpg,134,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001939__9122d4dbd045.jpg,trainval
data/raw/cardboard/cardboard220.jpg,135,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002814__93f113c8eb29.jpg,trainval
data/raw/cardboard/cardboard221.jpg,136,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002626__5d9bc7f889f8.jpg,trainval
data/raw/cardboard/cardboard222.jpg,137,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002560__af17ef5a58ef.jpg,trainval
data/raw/cardboard/cardboard223.jpg,138,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001584__c4ead84bf857.jpg,trainval
data/raw/cardboard/cardboard224.jpg,139,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001977__1463ca76a5de.jpg,test
data/raw/cardboard/cardboard225.jpg,140,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002593__f683b165ebf1.jpg,trainval
data/raw/cardboard/cardboard226.jpg,141,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001748__dbac9021636d.jpg,trainval
data/raw/cardboard/cardboard227.jpg,142,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001602__836502db8d5a.jpg,trainval
data/raw/cardboard/cardboard228.jpg,143,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002118__9cd11c498bd5.jpg,test
data/raw/cardboard/cardboard229.jpg,144,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002349__34e08b04fd39.jpg,test
data/raw/cardboard/cardboard23.jpg,145,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001630__2744b2ac5131.jpg,trainval
data/raw/cardboard/cardboard230.jpg,146,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002856__2e11a26cda94.jpg,trainval
data/raw/cardboard/cardboard231.jpg,147,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001676__385233bacd8e.jpg,test
data/raw/cardboard/cardboard232.jpg,148,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002744__403f4c44e218.jpg,trainval
data/raw/cardboard/cardboard233.jpg,149,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002622__441da71a87cd.jpg,trainval
data/raw/cardboard/cardboard234.jpg,150,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001548__d6f39825c3ba.jpg,trainval
data/raw/cardboard/cardboard235.jpg,151,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001809__f96630c16197.jpg,trainval
data/raw/cardboard/cardboard236.jpg,152,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002273__64f505924599.jpg,trainval
data/raw/cardboard/cardboard237.jpg,153,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002628__8745470cea1c.jpg,trainval
data/raw/cardboard/cardboard238.jpg,154,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001754__8ba4fff37fb6.jpg,trainval
data/raw/cardboard/cardboard239.jpg,155,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000155__9972f86f0c2c.jpg,trainval
data/raw/cardboard/cardboard24.jpg,156,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002632__79b18363517d.jpg,test
data/raw/cardboard/cardboard240.jpg,157,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001857__e1dab5bbe434.jpg,trainval
data/raw/cardboard/cardboard241.jpg,158,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002598__7a5016df010b.jpg,test
data/raw/cardboard/cardboard242.jpg,159,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002588__bfc707b07759.jpg,test
data/raw/cardboard/cardboard243.jpg,160,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002069__d6178765abcb.jpg,test
data/raw/cardboard/cardboard244.jpg,161,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002092__7cda6074032e.jpg,trainval
data/raw/cardboard/cardboard245.jpg,162,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001629__8f85ad211d89.jpg,test
data/raw/cardboard/cardboard246.jpg,163,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002313__190769e7c536.jpg,trainval
data/raw/cardboard/cardboard247.jpg,164,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001778__61aa3f55603d.jpg,trainval
data/raw/cardboard/cardboard248.jpg,165,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002670__efefa7f369b4.jpg,trainval
data/raw/cardboard/cardboard249.jpg,166,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001930__3a887d0c4bec.jpg,trainval
data/raw/cardboard/cardboard25.jpg,167,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001834__ff5ae0b6b42a.jpg,test
data/raw/cardboard/cardboard250.jpg,168,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002845__71f6ad47edda.jpg,trainval
data/raw/cardboard/cardboard251.jpg,169,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002752__0f2114e99338.jpg,trainval
data/raw/cardboard/cardboard252.jpg,170,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002228__d23285c26117.jpg,trainval
data/raw/cardboard/cardboard253.jpg,171,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002774__e30bbf9c9d46.jpg,trainval
data/raw/cardboard/cardboard254.jpg,172,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001802__ea22fb0d5b55.jpg,test
data/raw/cardboard/cardboard255.jpg,173,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002524__e9efa252a08e.jpg,test
data/raw/cardboard/cardboard256.jpg,174,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002015__b5bcb7b800ab.jpg,trainval
data/raw/cardboard/cardboard257.jpg,175,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002187__d25b37036066.jpg,trainval
data/raw/cardboard/cardboard258.jpg,176,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002085__288c4e763895.jpg,trainval
data/raw/cardboard/cardboard259.jpg,177,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001938__7901a08fc0f5.jpg,trainval
data/raw/cardboard/cardboard26.jpg,178,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002245__4761d27bda7a.jpg,trainval
data/raw/cardboard/cardboard260.jpg,179,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001607__6a9d06de1fd5.jpg,test
data/raw/cardboard/cardboard261.jpg,180,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001806__53e08a976d93.jpg,test
data/raw/cardboard/cardboard262.jpg,181,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002471__e1ca89f3f9c5.jpg,test
data/raw/cardboard/cardboard263.jpg,182,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002717__d657844b5805.jpg,trainval
data/raw/cardboard/cardboard264.jpg,183,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002098__947fd9516ecb.jpg,trainval
data/raw/cardboard/cardboard265.jpg,184,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__002514__34178fbc92a9.jpg,trainval
data/raw/cardboard/cardboard266.jpg,185,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001606__caba2ba705af.jpg,trainval
data/raw/cardboard/cardboard267.jpg,186,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001822__f6d1ccdc6f29.jpg,trainval
data/raw/cardboard/cardboard268.jpg,187,cardboard,duplicate,data/unified_waste/included/cardboard/garbage_classification__001969__7de1c51f597e.jpg,trainval
data/raw/cardboard/cardboard269.jpg,188,cardboard,stored,data/unified_waste/included/cardboard/trashnet__000188__cf699d1ed582.jpg,trainval
